Callsign,CQZ,ValidFrom,ValidTo
KL7EU,5,2013-11-18T00:00:00+00:00,2014-07-26T23:59:59+00:00
KL7GLK,5,1993-04-13T00:00:00+00:00,2008-09-20T23:59:59+00:00
AL7E,5,2008-03-26T00:00:00+00:00,2009-10-07T23:59:59+00:00
WP4KSK,5,2004-08-24T00:00:00+00:00,2007-09-11T23:59:59+00:00
KH6POI,5,2017-01-04T00:00:00+00:00,2017-06-06T23:59:59+00:00
WH6CMT,5,1994-03-01T00:00:00+00:00,2007-08-29T23:59:59+00:00
AL7E,5,1998-03-17T00:00:00+00:00,1999-11-22T23:59:59+00:00
NP3QC,5,2010-05-24T00:00:00+00:00,2010-09-27T23:59:59+00:00
NH7FK,5,2005-04-16T00:00:00+00:00,2017-06-27T23:59:59+00:00
KP4MAS,5,2016-07-13T00:00:00+00:00,2017-07-06T23:59:59+00:00
KL3JC,5,2012-06-01T00:00:00+00:00,2014-07-02T23:59:59+00:00
NP3HP,5,2003-11-04T00:00:00+00:00,2005-05-31T23:59:59+00:00
NP3HP,5,2012-10-11T00:00:00+00:00,2013-03-16T23:59:59+00:00
KH8AC,5,1982-06-13T00:00:00+00:00,1992-03-10T23:59:59+00:00
KH8AC,5,1992-09-26T00:00:00+00:00,1994-10-10T23:59:59+00:00
XJ2CQ,5,1995-07-15T00:00:00+00:00,1995-07-21T23:59:59+00:00
WL1B,5,2017-06-26T00:00:00+00:00,2017-08-04T23:59:59+00:00
KP4MAS,5,2017-07-09T00:00:00+00:00,2017-08-15T23:59:59+00:00
WP4MQN,5,2004-06-24T00:00:00+00:00,2017-08-15T23:59:59+00:00
AL7KK,5,2007-09-04T00:00:00+00:00,2008-07-29T23:59:59+00:00
KL7IUQ,5,1997-06-16T00:00:00+00:00,2017-08-29T23:59:59+00:00
NH7S,5,1998-05-27T00:00:00+00:00,2000-09-09T23:59:59+00:00
WP4NVZ,5,2010-08-23T00:00:00+00:00,2017-09-05T23:59:59+00:00
KH6LDO,5,2008-11-04T00:00:00+00:00,2013-08-02T23:59:59+00:00
WP4FCC,5,2010-06-05T00:00:00+00:00,2015-04-29T23:59:59+00:00
KP4JY,5,2006-10-04T00:00:00+00:00,2007-10-12T23:59:59+00:00
NP3AX,5,2009-03-23T00:00:00+00:00,2010-03-16T23:59:59+00:00
XO0ICE/2,5,2009-04-17T00:00:00+00:00,2009-05-31T23:59:59+00:00
WP3GI,5,2016-07-08T00:00:00+00:00,2017-10-23T23:59:59+00:00
NH2FX,5,2009-01-23T00:00:00+00:00,2017-10-24T23:59:59+00:00
KL1V/M,5,2010-04-13T00:00:00+00:00,2010-04-21T23:59:59+00:00
KL1V/M,5,2008-04-19T00:00:00+00:00,2008-04-22T23:59:59+00:00
KL1V/M,5,2008-09-24T00:00:00+00:00,2008-10-02T16:52:59+00:00
KL1V/M,5,2008-05-20T21:59:00+00:00,2008-05-20T22:10:59+00:00
VO2DX/9,5,2014-02-08T00:00:00+00:00,2014-02-09T23:59:59+00:00
VO2DX/9,5,2015-02-15T00:00:00+00:00,2015-02-15T23:59:59+00:00
AH2BG,5,2008-03-07T00:00:00+00:00,2017-11-09T23:59:59+00:00
WP4KDN,5,2001-09-27T00:00:00+00:00,2001-10-16T23:59:59+00:00
CY2ZT/2,5,2008-10-01T00:00:00+00:00,2008-11-30T23:59:59+00:00
VD2ZP,5,1992-01-01T00:00:00+00:00,1994-12-31T23:59:59+00:00
WH6AKZ,5,1988-01-19T00:00:00+00:00,1999-01-24T23:59:59+00:00
WH6ARN,5,1988-05-24T00:00:00+00:00,1996-01-23T23:59:59+00:00
NP4FU,5,1988-05-17T00:00:00+00:00,1998-01-07T23:59:59+00:00
WP4OSQ,5,2017-08-13T00:00:00+00:00,2017-12-05T23:59:59+00:00
KL1V/M,5,2003-05-09T00:00:00+00:00,2003-05-16T23:59:59+00:00
KL1V/M,5,2009-04-08T00:00:00+00:00,2009-04-23T23:59:59+00:00
N7NR,5,2015-04-05T00:00:00+00:00,2015-04-05T23:59:59+00:00
KL2A,5,2014-07-11T00:00:00+00:00,2014-07-11T23:59:59+00:00
KL2A,5,2014-11-28T00:00:00+00:00,2014-11-28T23:59:59+00:00
KL2A,5,2016-02-18T00:00:00+00:00,2016-02-18T23:59:59+00:00
KL7JIE,5,1988-11-15T00:00:00+00:00,2009-01-28T23:59:59+00:00
NP2C,5,2012-10-01T00:00:00+00:00,2017-12-22T23:59:59+00:00
WP4OIG,5,2017-09-30T00:00:00+00:00,2017-12-22T23:59:59+00:00
NP2AQ,5,2004-10-14T00:00:00+00:00,2008-03-08T23:59:59+00:00
KH7JM,5,2013-05-23T00:00:00+00:00,2018-01-04T23:59:59+00:00
AL7OV,5,2008-03-26T00:00:00+00:00,2009-10-07T23:59:59+00:00
AH6FF,5,1990-01-01T00:00:00+00:00,1997-08-18T23:59:59+00:00
AH6FF,5,2011-01-22T00:00:00+00:00,2018-01-08T23:59:59+00:00
KL3DM,5,2013-08-17T00:00:00+00:00,2018-01-09T23:59:59+00:00
NH6Z,5,2009-01-06T00:00:00+00:00,2010-05-22T23:59:59+00:00
AH7D,5,2003-02-11T00:00:00+00:00,2006-09-16T23:59:59+00:00
KL2IC,5,2008-07-14T00:00:00+00:00,2013-10-29T23:59:59+00:00
AL7CG,5,1992-05-19T00:00:00+00:00,2014-04-14T23:59:59+00:00
W1TAK,5,,2008-11-06T23:59:59+00:00
WP4OV,5,1994-10-24T00:00:00+00:00,1998-08-10T23:59:59+00:00
KH6HNL,5,2015-10-03T00:00:00+00:00,2018-01-31T23:59:59+00:00
KL2A,5,2017-01-06T00:00:00+00:00,2017-01-10T23:59:59+00:00
KL2A,5,2017-11-21T00:00:00+00:00,2017-11-24T23:59:59+00:00
KM7W,5,2018-02-17T00:00:00+00:00,2018-02-18T23:59:59+00:00
WP4NLQ,5,2006-07-31T00:00:00+00:00,2018-02-13T23:59:59+00:00
NH7AA,5,2018-01-27T00:00:00+00:00,2018-02-17T23:59:59+00:00
AL4T,5,2006-07-19T00:00:00+00:00,2008-02-09T23:59:59+00:00
WH6ME,5,1994-04-12T00:00:00+00:00,1997-12-09T23:59:59+00:00
WL7WN,5,2014-03-26T00:00:00+00:00,2018-03-11T23:59:59+00:00
WH6AUL,5,1988-04-12T00:00:00+00:00,1998-04-30T23:59:59+00:00
KL7YN,5,2009-10-27T00:00:00+00:00,2014-01-03T23:59:59+00:00
NP4NQ,5,1990-04-10T00:00:00+00:00,2006-06-08T23:59:59+00:00
KP4ENM,5,1992-03-10T00:00:00+00:00,2005-09-25T23:59:59+00:00
KP4ENM,5,2008-05-07T00:00:00+00:00,2018-04-03T23:59:59+00:00
NL7OT,5,1998-06-24T00:00:00+00:00,2002-10-25T23:59:59+00:00
KL7JKC,5,2000-12-07T00:00:00+00:00,2006-11-13T23:59:59+00:00
KA1AU,5,1978-03-24T00:00:00+00:00,2018-04-15T23:59:59+00:00
KL7HIR,5,1979-02-28T00:00:00+00:00,1996-12-17T23:59:59+00:00
WH6FGM,5,2017-02-06T00:00:00+00:00,2017-05-09T23:59:59+00:00
KL2MU,5,2008-09-12T00:00:00+00:00,2012-02-26T23:59:59+00:00
KP4AYA,5,1988-05-24T00:00:00+00:00,2009-12-10T23:59:59+00:00
WP4VH,5,2000-01-25T00:00:00+00:00,2008-06-04T23:59:59+00:00
NP3PH,5,2004-10-11T00:00:00+00:00,2018-06-12T23:59:59+00:00
WP4PZB,5,2018-04-19T00:00:00+00:00,2018-06-12T23:59:59+00:00
WP4MAE,5,2005-02-09T00:00:00+00:00,2018-06-20T23:59:59+00:00
WH6EUA,5,2015-12-03T00:00:00+00:00,2018-06-19T23:59:59+00:00
KP2X,5,1992-03-24T00:00:00+00:00,2000-02-21T23:59:59+00:00
KP4LCB,5,2012-07-24T00:00:00+00:00,2015-04-27T23:59:59+00:00
KP4CEL,5,1999-01-07T00:00:00+00:00,2018-07-10T23:59:59+00:00
KH2N,5,1992-02-01T00:00:00+00:00,2018-08-17T23:59:59+00:00
G8ERJ,5,2007-02-10T00:00:00+00:00,
AL7IS,5,1997-02-07T00:00:00+00:00,2018-07-31T23:59:59+00:00
NL7YI,5,2017-03-13T00:00:00+00:00,2018-07-29T23:59:59+00:00
KL1Y,5,2017-01-23T00:00:00+00:00,2018-07-28T23:59:59+00:00
NP3I,5,2018-08-11T00:00:00+00:00,2018-08-31T23:59:59+00:00
WP4DFK,5,2001-06-15T00:00:00+00:00,2002-09-21T23:59:59+00:00
NP3HG,5,2018-06-10T00:00:00+00:00,2018-09-05T23:59:59+00:00
KF6RMG,5,2013-01-17T00:00:00+00:00,2018-09-25T23:59:59+00:00
WP2BB,5,2014-03-04T00:00:00+00:00,2014-03-25T23:59:59+00:00
KH0UN,5,2010-10-17T00:00:00+00:00,2018-09-21T23:59:59+00:00
WH6DUV,5,2012-09-21T00:00:00+00:00,2014-04-27T23:59:59+00:00
WH6ETH,5,2015-07-24T00:00:00+00:00,2018-09-29T23:59:59+00:00
NL7RL,5,1999-02-11T00:00:00+00:00,2018-10-09T23:59:59+00:00
KL2A,5,2017-02-05T00:00:00+00:00,2017-02-05T23:59:59+00:00
KP4REY,5,2004-07-06T00:00:00+00:00,2005-05-04T23:59:59+00:00
WP4KFP,5,1994-11-16T00:00:00+00:00,2008-12-31T23:59:59+00:00
KP4JPA,5,2010-09-13T00:00:00+00:00,2010-09-21T23:59:59+00:00
WP4KTD,5,1993-06-01T00:00:00+00:00,2018-11-24T23:59:59+00:00
K9VV,5,1998-08-04T00:00:00+00:00,
WH6MY,5,1998-03-26T00:00:00+00:00,2008-12-30T23:59:59+00:00
KL4RL,5,2018-11-26T00:00:00+00:00,2018-12-09T23:59:59+00:00
AL6M,5,2018-09-18T00:00:00+00:00,2018-11-27T23:59:59+00:00
AH2AP,5,2005-04-12T00:00:00+00:00,2015-06-02T23:59:59+00:00
KL7CE,5,2003-08-19T00:00:00+00:00,2012-03-18T23:59:59+00:00
W9ARV,5,1994-09-03T00:00:00+00:00,2012-08-04T23:59:59+00:00
WL7L,5,2018-12-07T00:00:00+00:00,2018-12-27T23:59:59+00:00
WP4LAN,5,2017-07-06T00:00:00+00:00,2018-12-27T23:59:59+00:00
AL6L,5,2018-09-18T00:00:00+00:00,2018-12-29T23:59:59+00:00
WP4JBG,5,1998-04-21T00:00:00+00:00,1999-06-27T23:59:59+00:00
WP4JBG,5,2012-05-07T00:00:00+00:00,2013-06-01T23:59:59+00:00
AL7PM,5,2007-11-17T00:00:00+00:00,2011-12-01T23:59:59+00:00
KP4EC,5,2010-05-21T00:00:00+00:00,2010-07-31T23:59:59+00:00
KP4EC,5,2010-10-03T00:00:00+00:00,2011-06-07T23:59:59+00:00
KP4EC,5,2011-12-30T00:00:00+00:00,2012-06-08T23:59:59+00:00
KP4EC,5,2012-07-14T00:00:00+00:00,2013-05-10T23:59:59+00:00
KP4EC,5,2013-06-29T00:00:00+00:00,2013-09-21T23:59:59+00:00
KP4PMD,5,2018-07-30T00:00:00+00:00,2019-02-20T23:59:59+00:00
KP4GYO,5,2012-05-15T00:00:00+00:00,2019-02-17T23:59:59+00:00
KP4YH,5,2005-06-10T00:00:00+00:00,2005-06-28T23:59:59+00:00
WP3NZ,5,2017-12-28T00:00:00+00:00,2019-01-28T23:59:59+00:00
KP4C,5,2018-05-30T00:00:00+00:00,2019-01-01T23:59:59+00:00
KH7RT,5,2002-08-23T00:00:00+00:00,2011-12-24T23:59:59+00:00
WL7AUY,5,1988-10-04T00:00:00+00:00,1999-03-01T23:59:59+00:00
KL3DY,5,2015-06-05T00:00:00+00:00,2019-02-24T23:59:59+00:00
KH6CP,5,1982-11-28T00:00:00+00:00,1998-10-22T23:59:59+00:00
AL8E,5,2018-07-22T00:00:00+00:00,2019-03-12T23:59:59+00:00
NL7AK,5,2001-04-02T00:00:00+00:00,2004-03-17T23:59:59+00:00
NH6LF,5,1989-08-08T00:00:00+00:00,1998-01-05T23:59:59+00:00
KP4ESC,5,2007-12-13T00:00:00+00:00,2019-04-23T23:59:59+00:00
WH6FBH,5,2017-06-26T00:00:00+00:00,2019-04-26T23:59:59+00:00
W9NGA,5,1986-08-12T00:00:00+00:00,1996-04-30T23:59:59+00:00
KL7HJZ,5,1999-03-04T00:00:00+00:00,2008-09-03T23:59:59+00:00
KL1T,5,2017-06-21T00:00:00+00:00,2019-05-21T23:59:59+00:00
AL6I,5,2018-08-14T00:00:00+00:00,2018-08-20T23:59:59+00:00
AL6I,5,2019-02-24T00:00:00+00:00,2019-03-31T23:59:59+00:00
WP3TQ,5,2014-07-16T00:00:00+00:00,2019-06-03T23:59:59+00:00
WP3ZP,5,2017-11-27T00:00:00+00:00,2019-06-19T23:59:59+00:00
AL7JV,5,1989-08-22T00:00:00+00:00,1999-07-21T23:59:59+00:00
KP4BOB,5,2017-05-18T00:00:00+00:00,2019-06-25T23:59:59+00:00
NP2FJ,5,1999-03-24T00:00:00+00:00,2019-07-08T23:59:59+00:00
NP3WX,5,2019-04-10T00:00:00+00:00,2019-04-12T23:59:59+00:00
WP4HLY,5,1999-09-14T00:00:00+00:00,2019-07-19T23:59:59+00:00
KP3N,5,1996-09-26T00:00:00+00:00,2019-07-19T23:59:59+00:00
WH7USA,5,2012-02-23T00:00:00+00:00,2019-07-19T23:59:59+00:00
KP4NG,5,2008-03-10T00:00:00+00:00,2008-12-07T23:59:59+00:00
AL7RN,5,2000-09-06T00:00:00+00:00,2009-07-30T23:59:59+00:00
KL0ST,5,1999-12-17T00:00:00+00:00,2009-08-02T23:59:59+00:00
AH7DN,5,2018-05-03T00:00:00+00:00,2018-05-05T23:59:59+00:00
WP3XV,5,2011-10-25T00:00:00+00:00,2019-08-29T23:59:59+00:00
WL7AQ,5,2019-05-27T00:00:00+00:00,2019-09-26T23:59:59+00:00
AL6I,5,2019-04-27T00:00:00+00:00,2019-10-01T23:59:59+00:00
KL0NO,5,1999-10-14T00:00:00+00:00,1999-12-07T23:59:59+00:00
KP4ESC,5,2019-05-30T00:00:00+00:00,2019-11-02T23:59:59+00:00
WP4IXT,5,2013-05-12T00:00:00+00:00,2014-06-21T23:59:59+00:00
AC4WO,5,1992-10-13T00:00:00+00:00,2014-01-16T23:59:59+00:00
AL7FZ,5,1989-07-03T00:00:00+00:00,1999-12-29T23:59:59+00:00
KL0VB,5,2000-10-06T00:00:00+00:00,2003-11-11T23:59:59+00:00
AL7LP,5,1999-12-02T00:00:00+00:00,2010-01-18T23:59:59+00:00
KL3JC,5,2017-07-14T00:00:00+00:00,2019-11-14T23:59:59+00:00
KP4HF,5,1998-03-11T00:00:00+00:00,2019-11-10T23:59:59+00:00
K5NA,5,1981-02-27T00:00:00+00:00,1996-02-06T23:59:59+00:00
WP3FU,5,2009-11-02T00:00:00+00:00,2019-11-25T23:59:59+00:00
KH6WE,5,2019-11-25T00:00:00+00:00,2019-12-13T23:59:59+00:00
WH6CTY,5,2004-04-30T00:00:00+00:00,2006-11-10T23:59:59+00:00
KL0ZY,5,2008-08-28T00:00:00+00:00,2011-09-07T23:59:59+00:00
WL7UN,5,1996-03-14T00:00:00+00:00,2005-05-16T23:59:59+00:00
KL2SW,5,2011-08-29T00:00:00+00:00,2020-01-07T23:59:59+00:00
KH8BB,5,2016-11-09T00:00:00+00:00,2020-01-15T23:59:59+00:00
NP4V,5,1994-09-22T00:00:00+00:00,2000-04-21T23:59:59+00:00
KH6OY,5,1992-09-01T00:00:00+00:00,1998-09-09T23:59:59+00:00
KP3AC,5,1997-11-12T00:00:00+00:00,2010-03-26T23:59:59+00:00
KP4LQ,5,1996-09-19T00:00:00+00:00,2003-05-03T23:59:59+00:00
KP4LQ,5,2010-03-23T00:00:00+00:00,2010-04-10T23:59:59+00:00
KL4T,5,2016-08-10T00:00:00+00:00,2020-02-11T23:59:59+00:00
KP4KF,5,2010-07-03T00:00:00+00:00,2011-04-30T23:59:59+00:00
AL7FR,5,1993-05-25T00:00:00+00:00,2000-04-15T23:59:59+00:00
WP4IPP,5,2000-01-20T00:00:00+00:00,2007-10-08T23:59:59+00:00
WP4IPP,5,2009-10-20T00:00:00+00:00,2010-03-22T23:59:59+00:00
WP4NQA,5,2015-08-04T00:00:00+00:00,2020-03-10T23:59:59+00:00
NH2GY,5,2012-01-04T00:00:00+00:00,2012-01-24T23:59:59+00:00
WL7HC,5,2008-01-29T00:00:00+00:00,2020-04-02T09:59:59+00:00
WH6EIR,5,2019-09-11T00:00:00+00:00,2020-04-09T23:59:59+00:00
NH7YL,5,2001-08-17T00:00:00+00:00,2002-06-11T23:59:59+00:00
WP4IJK,5,2000-05-17T00:00:00+00:00,2014-04-06T23:59:59+00:00
WP4OPG,5,2018-02-15T00:00:00+00:00,2020-05-11T23:59:59+00:00
AH8R,5,1998-12-29T00:00:00+00:00,2000-06-30T23:59:59+00:00
KP3J,5,2003-01-31T00:00:00+00:00,2020-05-19T23:59:59+00:00
KL7JG,5,1990-09-04T00:00:00+00:00,2001-10-24T23:59:59+00:00
AL6D,5,2017-12-24T00:00:00+00:00,2017-12-31T23:59:59+00:00
KL7HOT,5,1994-03-22T00:00:00+00:00,2020-06-01T23:59:59+00:00
WP4GR,5,2013-04-15T00:00:00+00:00,2020-06-17T23:59:59+00:00
NH7FV,5,2005-11-29T00:00:00+00:00,2005-12-08T23:59:59+00:00
KL0BG,5,1998-07-14T00:00:00+00:00,2000-08-11T23:59:59+00:00
WP3AC,5,2004-04-19T00:00:00+00:00,2008-12-03T23:59:59+00:00
NL5L,5,2017-10-04T00:00:00+00:00,2020-07-10T23:59:59+00:00
KL5AT,5,2020-07-07T00:00:00+00:00,2020-07-13T23:59:59+00:00
AH6LQ,5,1993-08-17T00:00:00+00:00,2010-10-13T23:59:59+00:00
WP4MO,5,2013-06-21T00:00:00+00:00,2020-07-17T23:59:59+00:00
KH7WU,5,2002-07-29T00:00:00+00:00,2002-08-20T23:59:59+00:00
NP4GW,5,2013-08-07T00:00:00+00:00,2020-07-26T23:59:59+00:00
NP2DW,5,1997-08-11T00:00:00+00:00,2007-05-10T23:59:59+00:00
KH6ML,5,1997-07-29T00:00:00+00:00,2007-07-29T23:59:59+00:00
WP2J,5,2006-03-28T00:00:00+00:00,2016-03-28T23:59:59+00:00
WP4OOI,5,2018-09-25T00:00:00+00:00,2020-08-24T23:59:59+00:00
KP4JVD,5,2009-11-30T00:00:00+00:00,2010-09-17T23:59:59+00:00
KH6XH,5,1995-09-11T00:00:00+00:00,2020-08-29T23:59:59+00:00
KL1NS,5,2010-09-27T00:00:00+00:00,2020-09-04T23:59:59+00:00
KL3ET,5,2015-06-25T00:00:00+00:00,2020-09-09T23:59:59+00:00
KP4MMG,5,2002-02-13T00:00:00+00:00,2009-08-03T23:59:59+00:00
WP4MZO,5,2016-04-07T00:00:00+00:00,2020-09-17T23:59:59+00:00
WH6GEU,5,2019-11-02T00:00:00+00:00,2020-09-18T23:59:59+00:00
KH0G,5,2020-07-12T00:00:00+00:00,2020-08-07T23:59:59+00:00
NH6SZ,5,1987-12-08T00:00:00+00:00,2000-11-03T23:59:59+00:00
NH6AD,5,1990-10-23T00:00:00+00:00,1996-07-24T23:59:59+00:00
NH6AJ,5,1990-10-23T00:00:00+00:00,1996-07-24T23:59:59+00:00
KH2GM,5,2018-11-03T00:00:00+00:00,2020-10-06T23:59:59+00:00
KP4CMR,5,2007-01-16T00:00:00+00:00,2010-08-26T23:59:59+00:00
KH2GM,5,2002-03-01T00:00:00+00:00,2018-10-09T23:59:59+00:00
AL8A,5,2020-10-19T00:00:00+00:00,2020-10-21T23:59:59+00:00
WH6DST,5,2014-04-28T00:00:00+00:00,2020-10-21T23:59:59+00:00
WP4MWK,5,1998-05-15T00:00:00+00:00,2000-12-19T23:59:59+00:00
KP4GEG,5,2018-11-08T00:00:00+00:00,2020-11-11T23:59:59+00:00
WP4OFO,5,2020-02-27T00:00:00+00:00,2020-11-24T23:59:59+00:00
KL7EA,5,2013-02-10T00:00:00+00:00,2020-12-15T23:59:59+00:00
AH2P,5,2020-09-05T00:00:00+00:00,2020-12-15T23:59:59+00:00
WL1B,5,2020-11-08T00:00:00+00:00,2020-12-29T23:59:59+00:00
WP4PYT,5,2018-09-05T00:00:00+00:00,2020-12-29T23:59:59+00:00
AL7EL,5,1984-01-01T00:00:00+00:00,1996-04-30T23:59:59+00:00
WP4LTI,5,2003-08-01T00:00:00+00:00,2008-02-12T23:59:59+00:00
KL1CI,5,2006-05-17T00:00:00+00:00,2011-01-13T23:59:59+00:00
KP4ANG,5,2017-11-06T00:00:00+00:00,2020-12-19T23:59:59+00:00
AH6IJ,5,2017-05-11T00:00:00+00:00,2021-01-20T23:59:59+00:00
KP4MHC,5,2019-06-17T00:00:00+00:00,2021-01-14T23:59:59+00:00
KH2BA,5,2019-06-25T00:00:00+00:00,2021-01-29T23:59:59+00:00
WP4KGE,5,2001-07-09T00:00:00+00:00,2013-01-06T23:59:59+00:00
KH7ZD,5,2004-09-27T00:00:00+00:00,2007-02-02T23:59:59+00:00
KL7XA,5,1992-02-03T00:00:00+00:00,2021-02-10T23:59:59+00:00
WL7BAL,5,1995-07-21T00:00:00+00:00,2021-02-09T23:59:59+00:00
KP4ASG,5,2020-02-07T00:00:00+00:00,2021-02-12T23:59:59+00:00
KP4JCR,5,2011-01-03T00:00:00+00:00,2011-02-28T23:59:59+00:00
KP4JC,5,1991-12-17T00:00:00+00:00,2007-10-28T23:59:59+00:00
WP4ZF,5,2000-09-18T00:00:00+00:00,2010-10-18T23:59:59+00:00
KH2BX,5,1996-01-24T00:00:00+00:00,2021-02-12T23:59:59+00:00
KP4JCC,5,2018-11-06T00:00:00+00:00,2021-02-23T23:59:59+00:00
KH6HGP,5,2020-07-18T00:00:00+00:00,2020-07-19T23:59:59+00:00
WH6FGK,5,2018-12-11T00:00:00+00:00,2021-03-09T23:59:59+00:00
WP3NIS,5,2016-08-18T00:00:00+00:00,2021-03-20T23:59:59+00:00
KP4TR,5,1999-01-01T00:00:00+00:00,2021-03-29T23:59:59+00:00
KP4PC,5,2012-08-29T00:00:00+00:00,2013-05-02T23:59:59+00:00
KP4PC,5,2012-08-29T00:00:00+00:00,2013-05-02T23:59:59+00:00
KP4Y,5,2012-03-27T00:00:00+00:00,2021-04-07T23:59:59+00:00
WP4PQN,5,2016-06-25T00:00:00+00:00,2021-04-03T23:59:59+00:00
KP4RZ,5,2015-10-02T00:00:00+00:00,2021-04-27T23:59:59+00:00
WH6DAP,5,2000-01-14T00:00:00+00:00,2004-08-09T23:59:59+00:00
WH6ETE,5,2016-12-15T00:00:00+00:00,2021-05-05T23:59:59+00:00
WP4J,5,1995-02-22T00:00:00+00:00,2017-01-26T23:59:59+00:00
KL4QG,5,2021-03-01T00:00:00+00:00,2021-05-18T23:59:59+00:00
KP4SU,5,2011-08-10T00:00:00+00:00,2021-05-25T23:59:59+00:00
WP4NYL,5,2008-10-14T00:00:00+00:00,2010-03-26T23:59:59+00:00
NP4XB,5,1991-07-09T00:00:00+00:00,2003-07-27T23:59:59+00:00
WP3LA,5,2002-04-08T00:00:00+00:00,2003-06-30T23:59:59+00:00
WP3ZV,5,2005-01-21T00:00:00+00:00,2006-01-26T23:59:59+00:00
KH6UN,5,1990-04-01T00:00:00+00:00,1993-04-16T23:59:59+00:00
AH2BW,5,1998-01-13T00:00:00+00:00,2011-09-09T23:59:59+00:00
NL7AL,5,2000-10-31T00:00:00+00:00,2008-06-06T23:59:59+00:00
KP4JWR,5,2017-09-23T00:00:00+00:00,2021-06-25T23:59:59+00:00
KH7GM,5,2019-05-20T00:00:00+00:00,2021-07-03T23:59:59+00:00
NH7QH,5,2021-06-15T00:00:00+00:00,2021-07-14T23:59:59+00:00
WH6CMI,5,1993-03-30T00:00:00+00:00,2002-08-10T23:59:59+00:00
KL1FE,5,2003-01-02T00:00:00+00:00,2009-02-21T23:59:59+00:00
WL7C,5,1992-08-11T00:00:00+00:00,2003-01-27T23:59:59+00:00
WL7AF,5,1999-12-26T00:00:00+00:00,2007-11-06T23:59:59+00:00
KH2JX,5,1996-02-01T00:00:00+00:00,2003-10-01T23:59:59+00:00
KL2IC,5,2018-07-13T00:00:00+00:00,2021-08-15T23:59:59+00:00
WB8UCD/4FL,5,2021-08-16T00:00:00+00:00,2021-08-27T23:59:59+00:00
KL7RB,5,1990-03-25T00:00:00+00:00,2001-09-28T23:59:59+00:00
KP4VQ,5,2003-08-27T00:00:00+00:00,2021-09-07T23:59:59+00:00
KL2D,5,2021-08-19T00:00:00+00:00,2021-09-08T23:59:59+00:00
WH6FZ,5,2002-07-17T00:00:00+00:00,2011-10-12T23:59:59+00:00
KH6HFO,5,2019-10-25T00:00:00+00:00,2021-09-25T23:59:59+00:00
KL7L,5,2007-12-05T00:00:00+00:00,2011-06-10T23:59:59+00:00
KP4FRB,5,2011-11-08T00:00:00+00:00,2011-11-21T23:59:59+00:00
WP4KFJ,5,1992-01-14T00:00:00+00:00,2006-12-18T23:59:59+00:00
WL7ED,5,2002-09-17T00:00:00+00:00,2006-01-14T23:59:59+00:00
KP4FJE,5,1991-09-03T00:00:00+00:00,2011-12-23T23:59:59+00:00
KH8K,5,2021-10-22T00:00:00+00:00,2021-10-26T23:59:59+00:00
AH6ME,5,2007-06-23T00:00:00+00:00,2014-11-07T23:59:59+00:00
AH6ME,5,2021-10-31T00:00:00+00:00,2021-11-04T23:59:59+00:00
WL7ED,5,1992-01-28T00:00:00+00:00,1993-05-30T23:59:59+00:00
KP4AM,5,1991-02-26T00:00:00+00:00,1997-06-02T23:59:59+00:00
KP4AM,5,1999-06-30T00:00:00+00:00,2001-01-06T23:59:59+00:00
WP4MFM,5,2003-11-05T00:00:00+00:00,2021-11-09T23:59:59+00:00
AH2CG,5,2008-01-11T00:00:00+00:00,2021-11-21T23:59:59+00:00
NL7SR,5,1992-02-11T00:00:00+00:00,1999-12-14T23:59:59+00:00
KH6JCC,5,1983-01-01T00:00:00+00:00,1992-01-27T23:59:59+00:00
NL7PV,5,2009-12-10T00:00:00+00:00,2019-12-10T23:59:59+00:00
KH6FHS,5,2021-02-09T00:00:00+00:00,2022-01-03T23:59:59+00:00
NH2KD,5,2021-09-07T00:00:00+00:00,2022-01-19T23:59:59+00:00
AL7HB,5,1993-05-25T00:00:00+00:00,2000-06-27T23:59:59+00:00
KL2WX,5,2022-01-24T00:00:00+00:00,2022-01-27T23:59:59+00:00
AL5O,5,2021-12-29T00:00:00+00:00,2022-01-25T23:59:59+00:00
AL7BR,5,1993-07-13T00:00:00+00:00,2012-04-21T23:59:59+00:00
WH6BSZ,5,1997-10-27T00:00:00+00:00,2012-02-04T23:59:59+00:00
WH6AM,5,1993-10-05T00:00:00+00:00,2022-02-07T23:59:59+00:00
WL1R,5,2021-10-01T00:00:00+00:00,2021-10-05T23:59:59+00:00
AL7RS,5,2018-11-12T00:00:00+00:00,2022-03-03T23:59:59+00:00
NP2ND,5,2007-04-10T00:00:00+00:00,2022-03-02T23:59:59+00:00
NP2EM,5,2005-12-18T00:00:00+00:00,2008-06-27T23:59:59+00:00
WP4KXD,5,2009-03-17T00:00:00+00:00,2020-11-26T23:59:59+00:00
AH0O,5,2002-03-12T00:00:00+00:00,2012-03-18T23:59:59+00:00
AH2CZ,5,2001-08-09T00:00:00+00:00,2011-04-19T23:59:59+00:00
WP4DA,5,1991-01-01T00:00:00+00:00,2011-12-21T23:59:59+00:00
WP4OJV,5,2011-05-13T00:00:00+00:00,2011-12-30T23:59:59+00:00
WL7CFM,5,1995-01-26T00:00:00+00:00,1996-03-10T23:59:59+00:00
NR3Y,5,1988-09-20T00:00:00+00:00,1998-06-24T23:59:59+00:00
KL0BX,5,2002-01-06T00:00:00+00:00,2002-05-07T23:59:59+00:00
